Заголовок;Код региона;Код города;Маска номера;Количество цифр;Регион
Кизилюрт;872;34;x-xx-xx;5;Код Республики Дагестан
Кизляр;872;39;x-xx-xx;5;Код Республики Дагестан
Кемь;814;58;x-xx-xx;5;Код Республики Карелия
Кизнер;341;54;x-xx-xx;5;Код Республики Удмуртия
Кикнур;833;41;x-xx-xx;5;Код Кировской области
Килемары;836;43;x-xx-xx;5;Код Республики Марий Эл
Кильмезь;833;38;x-xx-xx;5;Код Кировской области
Кимовск;487;35;x-xx-xx;5;Код Тульской области
Кимры;482;36;x-xx-xx;5;Код Тверской области
Кингисепп;813;75;x-xx-xx;5;Код Ленинградской области
Кинешма;493;31;x-xx-xx;5;Код Ивановской области
Кинель;846;63;x-xx-xx;5;Код Самарской области
Кинель Черкассы;846;60;x-xx-xx;5;Код Самарской области
Кипень;813;76;x-xx-xx;5;Код Ленинградской области
Киргиз-Мияки;347;88;x-xx-xx;5;Код Республики Башкортостан
Киреевск;487;54;x-xx-xx;5;Код Тульской области
Киренск;395;68;x-xx-xx;5;Код Иркутской области
Кириллов;817;57;x-xx-xx;5;Код Вологодской области
Киржач;492;37;x-xx-xx;5;Код Владимирской области
Киров;484;56;x-xx-xx;5;Код Калужской области
Кириши;813;68;x-xx-xx;5;Код Ленинградской области
Киров;;833;xxx-xx-xx;7;
Кировград;343;57;x-xx-xx;5;Код Свердловской области
Кирово-Чепецк;833;61;x-xx-xx;5;Код Кировской области
Караул;391;79;x-xx-xx;5;Код Красноярского края
Кировоград;343;57;x-xx-xx;5;Код Свердловской области
Кировск;815;31;x-xx-xx;5;Код Мурманской области
Кировск;813;62;x-xx-xx;5;Код Ленинградской области
Кировский;423;54;x-xx-xx;5;Код Приморского края
Кирс;833;39;x-xx-xx;5;Код Кировской области
Кирсанов;475;37;x-xx-xx;5;Код Тамбовской области
Кировское;365;55;x-xx-xx;5;Код Республики Крым
Киселевск;384;64;x-xx-xx;5;Код Кемеровской области
Кисловодск;879;37;x-xx-xx;5;Код Ставропольского края
Кичменгский Городок;817;40;x-xx-xx;5;Код Вологодской области
Киясово;341;33;x-xx-xx;5;Код Республики Удмуртия
Климово;483;47;x-xx-xx;5;Код Брянской области
Клетня;483;38;x-xx-xx;5;Код Брянской области
Клетский;844;66;x-xx-xx;5;Код Волгоградской области
Климовск;496;76;x-xx-xx;5;Код Московской области
Клинцы;483;36;x-xx-xx;5;Код Брянской области
Ключи;385;78;x-xx-xx;5;Код Алтайского края
Клин;496;24;x-xx-xx;5;Код Московской области
Клявлино;846;53;x-xx-xx;5;Код Самарской области
Ключи;415;34;x-xx-xx;5;Код Камчатского края
Княгинино;831;66;x-xx-xx;5;Код Нижегородской области
Клязьма;496;53;x-xx-xx;5;Код Московской области
Ковдор;815;35;x-xx-xx;5;Код Мурманской области
Клеменово;496;40;x-xx-xx;5;Код Московской области
Ковернино;831;57;x-xx-xx;5;Код Нижегородской области
Ковров;492;32;x-xx-xx;5;Код Владимирской области
Ковылкино;834;53;x-xx-xx;5;Код Республики Мордовия
Когалым;346;67;x-xx-xx;5;Код Тюменской области
Когалым;346;67;x-xx-xx;5;Код Ханты-Мансийского АО
Кодинск;391;43;x-xx-xx;5;Код Красноярского края
Кодинский;391;43;x-xx-xx;5;Код Красноярского края
Кожевниково;382;44;x-xx-xx;5;Код Томской области
Козельск;484;42;x-xx-xx;5;Код Калужской области
Козловка;835;34;x-xx-xx;5;Код Чувашской Республики
Козыревск;415;34;x-xx-xx;5;Код Камчатского края
Козьмодемьянск;836;32;x-xx-xx;5;Код Республики Марий Эл
Койгородок;821;32;x-xx-xx;5;Код Республики Коми
Кокошкино;;496;xxx-xx-xx;7;
Кологрив;494;43;x-xx-xx;5;Код Костромской области
Кола;815;53;x-xx-xx;5;Код Мурманской области
Коломна;496;61;x-xx-xx;5;Код Московской области
Кокино;496;69;x-xx-xx;5;Код Московской области
Колосовка;381;60;x-xx-xx;5;Код Омской области
Колпашево;382;54;x-xx-xx;5;Код Томской области
Козулька;391;54;x-xx-xx;5;Код Красноярского края
Колывань;383;52;x-xx-xx;5;Код Новосибирской области
Колпны;486;74;x-xx-xx;5;Код Орловской области
Колышлей;841;46;x-xx-xx;5;Код Пензенской области
Кольчугино;492;45;x-xx-xx;5;Код Владимирской области
Комаричи;483;55;x-xx-xx;5;Код Брянской области
Комсомольск;493;52;x-xx-xx;5;Код Ивановской области
Комсомольск-На-Амуре;421;7;xx-xx-xx;6;Код Хабаровского края
Комсомольский;847;43;x-xx-xx;5;Код Республики Калмыкия
Конаково;482;42;x-xx-xx;5;Код Тверской области
Кондинское;346;77;x-xx-xx;5;Код Тюменской области
Комсомольское;835;39;x-xx-xx;5;Код Чувашской Республики
Кондоль;841;47;x-xx-xx;5;Код Пензенской области
Колычево;496;40;x-xx-xx;5;Код Московской области
Кондрово;484;34;x-xx-xx;5;Код Калужской области
Коноша;818;58;x-xx-xx;5;Код Архангельской области
Константиновка;416;39;x-xx-xx;5;Код Амурской области
Кондопога;814;51;x-xx-xx;5;Код Республики Карелия
Константиново;496;79;x-xx-xx;5;Код Московской области
Конышевка;471;56;x-xx-xx;5;Код Курской области
Копейск;351;39;x-xx-xx;5;Код Челябинской области
Копьево;390;36;x-xx-xx;5;Код Республики Хакасия
Кораблино;491;43;x-xx-xx;5;Код Рязанской области
Коренево;471;47;x-xx-xx;5;Код Курской области
Кореновск;861;42;x-xx-xx;5;Код Краснодарского края
Коркмаскала;872;41;x-xx-xx;5;Код Республики Дагестан
Кормиловка;381;70;x-xx-xx;5;Код Омской области
Коркино;351;52;x-xx-xx;5;Код Челябинской области
Короча;472;31;x-xx-xx;5;Код Белгородской области
Константиновск;863;93;x-xx-xx;5;Код Ростовской области
Королев;;498;xxx-xx-xx;7;
Корсаков;424;35;x-xx-xx;5;Код Сахалинской области
Корсаково;486;67;x-xx-xx;5;Код Орловской области
Корткерос;821;36;x-xx-xx;5;Код Республики Коми
Коряжма;818;50;x-xx-xx;5;Код Архангельской области
Коса;342;98;x-xx-xx;5;Код Пермского края
Костомукша;814;59;x-xx-xx;5;Код Республики Карелия
Косиха;385;31;x-xx-xx;5;Код Алтайского края
Кострома;;494;xxx-xx-xx;7;
Кострово;496;31;x-xx-xx;5;Код Московской области
Котельниково;844;76;x-xx-xx;5;Код Волгоградской области
Котельнич;833;42;x-xx-xx;5;Код Кировской области
Котлас;818;37;x-xx-xx;5;Код Архангельской области
Котово;844;55;x-xx-xx;5;Код Волгоградской области
Кочево;342;93;x-xx-xx;5;Код Пермского края
Котовск;475;41;x-xx-xx;5;Код Тамбовской области
Кочки;383;56;x-xx-xx;5;Код Новосибирской области
Кочкурово;834;39;x-xx-xx;5;Код Республики Мордовия
Кочубей;872;61;x-xx-xx;5;Код Республики Дагестан
Кочубеевское;865;50;x-xx-xx;5;Код Ставропольского края
Кош Агач;385;2;xx-xx-xx;6;Код Алтайского края
Кошехабль;877;70;x-xx-xx;5;Код Республики Адыгея
Кошки;846;50;x-xx-xx;5;Код Самарской области
Кр.электрик;;496;xxx-xx-xx;7;
Красная Гора;483;46;x-xx-xx;5;Код Брянской области
Крапивинский;384;46;x-xx-xx;5;Код Кемеровской области
Коченево;383;51;x-xx-xx;5;Код Новосибирской области
Красная Горбатка;492;36;x-xx-xx;5;Код Владимирской области
Красная Горка;347;76;x-xx-xx;5;Код Республики Башкортостан
Красная Заря;486;63;x-xx-xx;5;Код Орловской области
Красная Пахра;496;7;xx-xx-xx;6;Код Московской области
Красная Пойма;496;63;x-xx-xx;5;Код Московской области
Красная Яруга;472;63;x-xx-xx;5;Код Белгородской области
Красноармейское;846;75;x-xx-xx;5;Код Самарской области
Красноармейск;845;50;x-xx-xx;5;Код Саратовской области
Красноармейское;835;30;x-xx-xx;5;Код Чувашской Республики
Красноборск;818;40;x-xx-xx;5;Код Архангельской области
Красновишерск;342;43;x-xx-xx;5;Код Пермского края
Красногвардейское;472;47;x-xx-xx;5;Код Белгородской области
Красногвардейское;865;41;x-xx-xx;5;Код Ставропольского края
Красногвардейское;877;78;x-xx-xx;5;Код Республики Адыгея
Красногвардейское;365;56;x-xx-xx;5;Код Республики Крым
Красногородск;811;37;x-xx-xx;5;Код Псковской области
Красногородское;811;37;x-xx-xx;5;Код Псковской области
Красногорск;;498;xxx-xx-xx;7;
Красногорское;341;64;x-xx-xx;5;Код Республики Удмуртия
Красногорское;385;35;x-xx-xx;5;Код Алтайского края
Красное;472;62;x-xx-xx;5;Код Белгородской области
Красное-На-Волге;494;32;x-xx-xx;5;Код Костромской области
Красное;474;69;x-xx-xx;5;Код Липецкой области
Краснозерское;383;57;x-xx-xx;5;Код Новосибирской области
Краснознаменск;401;64;x-xx-xx;5;Код Калининградской области
Краснокаменск;302;45;x-xx-xx;5;Код Забайкальского края
Красноселькуп;349;32;x-xx-xx;5;Код Ямало-Ненецкого АО
Краснокамск;342;73;x-xx-xx;5;Код Пермского края
Красноперекопск;365;65;x-xx-xx;5;Код Республики Крым
Краснослободск;834;43;x-xx-xx;5;Код Республики Мордовия
Красноуральск;343;43;x-xx-xx;5;Код Свердловской области
Краснотурьинск;343;84;x-xx-xx;5;Код Свердловской области
Красные Четаи;835;51;x-xx-xx;5;Код Чувашской Республики
Красные Баки;831;56;x-xx-xx;5;Код Нижегородской области
Красный;481;45;x-xx-xx;5;Код Смоленской области
Краснощеково;385;75;x-xx-xx;5;Код Алтайского края
Красноуфимск;343;94;x-xx-xx;5;Код Свердловской области
Краснотуранск;391;34;x-xx-xx;5;Код Красноярского края
Красный Кут;845;60;x-xx-xx;5;Код Саратовской области
Красноусольск;347;40;x-xx-xx;5;Код Республики Башкортостан
Красноусольский;347;40;x-xx-xx;5;Код Республики Башкортостан
Красный Холм;482;37;x-xx-xx;5;Код Тверской области
Красный Чикой;302;30;x-xx-xx;5;Код Забайкальского края
Красный Яр;851;46;x-xx-xx;5;Код Астраханской области
Красный Яр;846;57;x-xx-xx;5;Код Самарской области
Кратово;;496;xxx-xx-xx;7;
Красный Сулин;863;67;x-xx-xx;5;Код Ростовской области
Крекшино;;496;xxx-xx-xx;7;
Крестцы;816;59;x-xx-xx;5;Код Новгородской области
Кривошеино;382;51;x-xx-xx;5;Код Томской области
Кропоткин;861;38;x-xx-xx;5;Код Краснодарского края
Кромы;486;43;x-xx-xx;5;Код Орловской области
Крупино;496;43;x-xx-xx;5;Код Московской области
Крутинка;381;67;x-xx-xx;5;Код Омской области
Крутиха;385;89;x-xx-xx;5;Код Алтайского края
Красный Ткач;496;40;x-xx-xx;5;Код Московской области
Крыловская;861;61;x-xx-xx;5;Код Краснодарского края
Крымск;861;31;x-xx-xx;5;Код Краснодарского края
Кувандык;353;61;x-xx-xx;5;Код Оренбургской области
Кстово;831;45;x-xx-xx;5;Код Нижегородской области
Кугеси;835;40;x-xx-xx;5;Код Чувашской Республики
Кудепста;862;2;xx-xx-xx;6;Код Краснодарского края
Кувшиново;482;57;x-xx-xx;5;Код Тверской области
Кудымкар;342;60;x-xx-xx;5;Код Пермского края
Куеда;342;62;x-xx-xx;5;Код Пермского края
Куженер;836;37;x-xx-xx;5;Код Республики Марий Эл
Кузнецк;841;57;x-xx-xx;5;Код Пензенской области
Кузнецово;;496;xxx-xx-xx;7;
Кузнецы;496;43;x-xx-xx;5;Код Московской области
Кузоватово;842;37;x-xx-xx;5;Код Ульяновской области
Кумены;833;43;x-xx-xx;5;Код Кировской области
Куйбышево;863;48;x-xx-xx;5;Код Ростовской области
Кулебаки;831;76;x-xx-xx;5;Код Нижегородской области
Кулунда;385;66;x-xx-xx;5;Код Алтайского края
Кумух;872;67;x-xx-xx;5;Код Республики Дагестан
Кумертау;347;61;x-xx-xx;5;Код Республики Башкортостан
Кумылженская;844;62;x-xx-xx;5;Код Волгоградской области
Кукмор;843;64;x-xx-xx;5;Код Республики Татарстан
Куйбышев;383;62;x-xx-xx;5;Код Новосибирской области
Кунгур;342;71;x-xx-xx;5;Код Пермского края
Кунья;811;49;x-xx-xx;5;Код Псковской области
Кунашак;351;48;x-xx-xx;5;Код Челябинской области
Купавна;;496;xxx-xx-xx;7;
Куйтун;395;36;x-xx-xx;5;Код Иркутской области
Курах;872;62;x-xx-xx;5;Код Республики Дагестан
Курган;;352;xxx-xx-xx;7;
Курганинск;861;47;x-xx-xx;5;Код Краснодарского края
Куркино;487;43;x-xx-xx;5;Код Тульской области
Курильск;424;54;x-xx-xx;5;Код Сахалинской области
Курманаевка;353;41;x-xx-xx;5;Код Оренбургской области
Купино;383;58;x-xx-xx;5;Код Новосибирской области
Куровское;496;4;xx-xx-xx;6;Код Московской области
Курагино;391;36;x-xx-xx;5;Код Красноярского края
Курсавка;865;56;x-xx-xx;5;Код Ставропольского края
Курск;;471;xxx-xx-xx;7;
Курская;879;64;x-xx-xx;5;Код Ставропольского края
Куртамыш;352;49;x-xx-xx;5;Код Курганской области
Курчалой;871;55;x-xx-xx;5;Код Чеченской Республики
Куса;351;54;x-xx-xx;5;Код Челябинской области
Курумкан;301;49;x-xx-xx;5;Код Республики Бурятия
Курчатов;471;31;x-xx-xx;5;Код Курской области
Курья;385;76;x-xx-xx;5;Код Алтайского края
Кушнаренково;347;80;x-xx-xx;5;Код Республики Башкортостан
Кущевская;861;68;x-xx-xx;5;Код Краснодарского края
Кшенский;471;58;x-xx-xx;5;Код Курской области
Кызыл-Мажалык;394;41;x-xx-xx;5;Код Республики Тыва
Кушва;343;44;x-xx-xx;5;Код Свердловской области
Кыра;302;35;x-xx-xx;5;Код Забайкальского края
Кызыл;;394;xxx-xx-xx;7;
Кытманово;385;90;x-xx-xx;5;Код Алтайского края
Кыштовка;383;71;x-xx-xx;5;Код Новосибирской области
Кыштым;351;51;x-xx-xx;5;Код Челябинской области
Кяхта;301;42;x-xx-xx;5;Код Республики Бурятия
Таборы;343;47;x-xx-xx;5;Код Свердловской области
Табуны;385;67;x-xx-xx;5;Код Алтайского края
Таврическое;381;51;x-xx-xx;5;Код Омской области
Тазовский;349;40;x-xx-xx;5;Код Ямало-Ненецкого АО
Таганрог;863;4;xx-xx-xx;6;Код Ростовской области
Тайга;384;48;x-xx-xx;5;Код Кемеровской области
Тайшет;395;63;x-xx-xx;5;Код Иркутской области
Тавда;343;60;x-xx-xx;5;Код Свердловской области
Таксимо;301;32;x-xx-xx;5;Код Республики Бурятия
Талица;343;71;x-xx-xx;5;Код Свердловской области
Таловая;473;52;x-xx-xx;5;Код Воронежской области
Т.болото;496;40;x-xx-xx;5;Код Московской области
Тальменка;385;91;x-xx-xx;5;Код Алтайского края
Талдом;496;20;x-xx-xx;5;Код Московской области
Тамала;841;69;x-xx-xx;5;Код Пензенской области
Тамбов;;475;xxx-xx-xx;7;
Тамбовка;416;38;x-xx-xx;5;Код Амурской области
Тара;381;71;x-xx-xx;5;Код Омской области
Тарасовский;863;86;x-xx-xx;5;Код Ростовской области
Тарбагатай;301;46;x-xx-xx;5;Код Республики Бурятия
Тарко-Сале;349;97;x-xx-xx;5;Код Ямало-Ненецкого АО
Тарко-Сале;345;97;x-xx-xx;5;Код Тюменской области
Тарногский Городок;817;48;x-xx-xx;5;Код Вологодской области
Тарумовка;872;61;x-xx-xx;5;Код Республики Дагестан
Таруса;484;35;x-xx-xx;5;Код Калужской области
Татищево;845;58;x-xx-xx;5;Код Саратовской области
Тахтамукай;877;71;x-xx-xx;5;Код Республики Адыгея
Ташла;353;47;x-xx-xx;5;Код Оренбургской области
Таштагол;384;73;x-xx-xx;5;Код Кемеровской области
Таштып;390;46;x-xx-xx;5;Код Республики Хакасия
Кутулик;395;64;x-xx-xx;5;Код Иркутской области
Татарск;383;64;x-xx-xx;5;Код Новосибирской области
Тбилисская;861;58;x-xx-xx;5;Код Краснодарского края
Тасеево;391;64;x-xx-xx;5;Код Красноярского края
Тверь;;482;xxx-xx-xx;7;
Тевриз;381;54;x-xx-xx;5;Код Омской области
Теберда;878;79;x-xx-xx;5;Код Карачаево-Черкесской Республики
Тацинский;863;97;x-xx-xx;5;Код Ростовской области
Тегульдет;382;46;x-xx-xx;5;Код Томской области
Тейково;493;43;x-xx-xx;5;Код Ивановской области
Темкино;481;36;x-xx-xx;5;Код Смоленской области
Темрюк;861;48;x-xx-xx;5;Код Краснодарского края
Темников;834;45;x-xx-xx;5;Код Республики Мордовия
Теньгушево;834;46;x-xx-xx;5;Код Республики Мордовия
Теплое;487;55;x-xx-xx;5;Код Тульской области
Тербуны;474;74;x-xx-xx;5;Код Липецкой области
Терек;866;32;x-xx-xx;5;Код Кабардино-Балкарской Республики
Терекли-Мектеб;872;56;x-xx-xx;5;Код Республики Дагестан
Тереньга;842;34;x-xx-xx;5;Код Ульяновской области
Терней;423;74;x-xx-xx;5;Код Приморского края
Терновка;473;47;x-xx-xx;5;Код Воронежской области
Терскол;866;38;x-xx-xx;5;Код Кабардино-Балкарской Республики
Тиличики;415;44;x-xx-xx;5;Код Камчатского края
Тикси;411;67;x-xx-xx;5;Код Республики Саха (Якутия)
Тигиль;415;37;x-xx-xx;5;Код Камчатского края
Тимашевск;861;30;x-xx-xx;5;Код Краснодарского края
Тим;471;53;x-xx-xx;5;Код Курской области
Тисуль;384;47;x-xx-xx;5;Код Кемеровской области
Тимоново;496;2;xx-xx-xx;6;Код Московской области
Тихвин;813;67;x-xx-xx;5;Код Ленинградской области
Тихорецк;861;96;x-xx-xx;5;Код Краснодарского края
Тетюши;843;73;x-xx-xx;5;Код Республики Татарстан
Тлярота;872;65;x-xx-xx;5;Код Республики Дагестан
Тобольск;345;6;xx-xx-xx;6;Код Тюменской области
Тогул;385;97;x-xx-xx;5;Код Алтайского края
Токаревка;475;57;x-xx-xx;5;Код Тамбовской области
Тогучин;383;40;x-xx-xx;5;Код Новосибирской области
Толстой-Юрт;871;56;x-xx-xx;5;Код Чеченской Республики
Томари;424;46;x-xx-xx;5;Код Сахалинской области
Томск;;382;xxx-xx-xx;7;
Томилино;;498;xxx-xx-xx;7;
Тонкино;831;53;x-xx-xx;5;Код Нижегородской области
Тоншаево;831;51;x-xx-xx;5;Код Нижегородской области
Тоора-Хем;394;50;x-xx-xx;5;Код Республики Тыва
Толбазы;347;45;x-xx-xx;5;Код Республики Башкортостан
Топчиха;385;52;x-xx-xx;5;Код Алтайского края
Топки;384;54;x-xx-xx;5;Код Кемеровской области
Торопец;482;68;x-xx-xx;5;Код Тверской области
Торбеево;834;56;x-xx-xx;5;Код Республики Мордовия
Торжок;482;51;x-xx-xx;5;Код Тверской области
Тосно;813;61;x-xx-xx;5;Код Ленинградской области
Тотьма;817;39;x-xx-xx;5;Код Вологодской области
Тоцкое;353;49;x-xx-xx;5;Код Оренбургской области
Тпиг;872;43;x-xx-xx;5;Код Республики Дагестан
Троицко Печорск;821;38;x-xx-xx;5;Код Республики Коми
Троицк;351;63;x-xx-xx;5;Код Челябинской области
Троицкое;385;34;x-xx-xx;5;Код Алтайского края
Трехгорный;351;91;x-xx-xx;5;Код Челябинской области
Троицк;496;7;xx-xx-xx;6;Код Московской области
Троицкое;847;42;x-xx-xx;5;Код Республики Калмыкия
Троицкое;421;56;x-xx-xx;5;Код Хабаровского края
Троицкое;;496;xxx-xx-xx;7;
Тросна;486;66;x-xx-xx;5;Код Орловской области
Трубчевск;483;52;x-xx-xx;5;Код Брянской области
Тужа;833;40;x-xx-xx;5;Код Кировской области
Туапсе;861;67;x-xx-xx;5;Код Краснодарского края
Туймазы;347;82;x-xx-xx;5;Код Республики Башкортостан
Тула;;487;xxx-xx-xx;7;
Тульский;877;77;x-xx-xx;5;Код Республики Адыгея
Туголесский Бор;496;45;x-xx-xx;5;Код Московской области
Тупик;302;63;x-xx-xx;5;Код Забайкальского края
Татнефть;855;73;x-xx-xx;5;Код Республики Татарстан
Туран;394;35;x-xx-xx;5;Код Республики Тыва
Туринская Слобода;343;61;x-xx-xx;5;Код Свердловской области
Тулун;395;30;x-xx-xx;5;Код Иркутской области
Тугулым;343;67;x-xx-xx;5;Код Свердловской области
Турочак;388;43;x-xx-xx;5;Код Республики Алтай
Турки;845;43;x-xx-xx;5;Код Саратовской области
Туруханск;391;90;x-xx-xx;5;Код Красноярского края
Турунтаево;301;44;x-xx-xx;5;Код Республики Бурятия
Тутаев;485;33;x-xx-xx;5;Код Ярославской области
Тутунтаево;301;44;x-xx-xx;5;Код Республики Бурятия
Туринск;343;49;x-xx-xx;5;Код Свердловской области
Тырныауз;866;38;x-xx-xx;5;Код Кабардино-Балкарской Республики
Тымовское;424;47;x-xx-xx;5;Код Сахалинской области
Тында;416;56;x-xx-xx;5;Код Амурской области
Тучково;496;27;x-xx-xx;5;Код Московской области
Тюкалинск;381;76;x-xx-xx;5;Код Омской области
Тээли;394;42;x-xx-xx;5;Код Республики Тыва
Тюльган;353;32;x-xx-xx;5;Код Оренбургской области
Тюменцево;385;88;x-xx-xx;5;Код Алтайского края
Тяжинский;384;49;x-xx-xx;5;Код Кемеровской области
Тюмень;;345;xxx-xx-xx;7;
Тура;391;70;x-xx-xx;5;Код Красноярского края
Щекино;487;51;x-xx-xx;5;Код Тульской области
Щапово;496;7;xx-xx-xx;6;Код Московской области
Щербакуль;381;77;x-xx-xx;5;Код Омской области
Щелково;496;56;x-xx-xx;5;Код Московской области
Щербинка;496;7;xx-xx-xx;6;Код Московской области
Щурово;;496;xxx-xx-xx;7;
Щигры;471;45;x-xx-xx;5;Код Курской области
Тюлячи;843;60;x-xx-xx;5;Код Республики Татарстан
Щучье;352;44;x-xx-xx;5;Код Курганской области
Фаленки;833;32;x-xx-xx;5;Код Кировской области
Фаустово;;496;xxx-xx-xx;7;
Фатеж;471;44;x-xx-xx;5;Код Курской области
Февральск;416;55;x-xx-xx;5;Код Амурской области
Тюхтет;391;58;x-xx-xx;5;Код Красноярского края
Феодосия;365;62;x-xx-xx;5;Код Республики Крым
Ферзиково;484;37;x-xx-xx;5;Код Калужской области
Фирово;482;39;x-xx-xx;5;Код Тверской области
Фершампенуаз;351;57;x-xx-xx;5;Код Челябинской области
Фокино;423;39;x-xx-xx;5;Код Приморского края
Федоровка;347;46;x-xx-xx;5;Код Республики Башкортостан
Фрязево;;496;xxx-xx-xx;7;
Фролово;844;65;x-xx-xx;5;Код Волгоградской области
Фруктовая;496;63;x-xx-xx;5;Код Московской области
Фрязино;496;56;x-xx-xx;5;Код Московской области
Фряново;;496;xxx-xx-xx;7;
Фурманов;493;41;x-xx-xx;5;Код Ивановской области
Хабаровск;;421;xxx-xx-xx;7;
Хабары;385;69;x-xx-xx;5;Код Алтайского края
Хандагайты;394;44;x-xx-xx;5;Код Республики Тыва
Хакуринохабль;877;73;x-xx-xx;5;Код Республики Адыгея
Хандыга;411;53;x-xx-xx;5;Код Республики Саха (Якутия)
Хабез;878;73;x-xx-xx;5;Код Карачаево-Черкесской Республики
Ханты-Мансийск;346;7;xx-xx-xx;6;Код Тюменской области
Харабали;851;48;x-xx-xx;5;Код Астраханской области
Харовск;817;32;x-xx-xx;5;Код Вологодской области
Харп;349;93;x-xx-xx;5;Код Ямало-Ненецкого АО
Хасавюрт;872;31;x-xx-xx;5;Код Республики Дагестан
Хатанга;391;76;x-xx-xx;5;Код Красноярского края
Хвойная;816;67;x-xx-xx;5;Код Новгородской области
Хвастовичи;484;53;x-xx-xx;5;Код Калужской области
Хвалынск;845;95;x-xx-xx;5;Код Саратовской области
Хебда;872;59;x-xx-xx;5;Код Республики Дагестан
Хворостянка;846;77;x-xx-xx;5;Код Самарской области
Хив;872;44;x-xx-xx;5;Код Республики Дагестан
Хилок;302;37;x-xx-xx;5;Код Забайкальского края
Химки;;498;xxx-xx-xx;7;
Хиславичи;481;40;x-xx-xx;5;Код Смоленской области
Хлевное;474;77;x-xx-xx;5;Код Липецкой области
Хову-Аксы;394;52;x-xx-xx;5;Код Республики Тыва
Холм Жирки;481;39;x-xx-xx;5;Код Смоленской области
Холмогоры;818;30;x-xx-xx;5;Код Архангельской области
Холм;816;54;x-xx-xx;5;Код Новгородской области
Холмск;424;33;x-xx-xx;5;Код Сахалинской области
Холодово;;496;xxx-xx-xx;7;
Хомутовка;471;37;x-xx-xx;5;Код Курской области
Хомутово;486;78;x-xx-xx;5;Код Орловской области
Хонуу;411;50;x-xx-xx;5;Код Республики Саха (Якутия)
Хоринск;301;48;x-xx-xx;5;Код Республики Бурятия
Хороль;423;47;x-xx-xx;5;Код Приморского края
Хотынец;486;42;x-xx-xx;5;Код Орловской области
Хоста;862;2;xx-xx-xx;6;Код Краснодарского края
Хохольский;473;71;x-xx-xx;5;Код Воронежской области
Хунзак;872;33;x-xx-xx;5;Код Республики Дагестан
Хучни;872;49;x-xx-xx;5;Код Республики Дагестан
Ытык Кюель;411;52;x-xx-xx;5;Код Республики Саха (Якутия)
Ядрин;835;47;x-xx-xx;5;Код Чувашской Республики
Явас;834;57;x-xx-xx;5;Код Республики Мордовия
Ягодное;413;43;x-xx-xx;5;Код Магаданской области
Языково;347;47;x-xx-xx;5;Код Республики Башкортостан
Яковлевка;423;71;x-xx-xx;5;Код Приморского края
Якутск;;411;xxx-xx-xx;7;
Ялта;365;4;xx-xx-xx;6;Код Республики Крым
Якшур-Бодья;341;62;x-xx-xx;5;Код Республики Удмуртия
Ялуторовск;345;35;x-xx-xx;5;Код Тюменской области
Яльчики;835;49;x-xx-xx;5;Код Чувашской Республики
Янтиково;835;48;x-xx-xx;5;Код Чувашской Республики
Яр;341;57;x-xx-xx;5;Код Республики Удмуртия
Яр-Сале;349;96;x-xx-xx;5;Код Ямало-Ненецкого АО
Яранск;833;67;x-xx-xx;5;Код Кировской области
Яренск;818;59;x-xx-xx;5;Код Архангельской области
Ярцево;481;43;x-xx-xx;5;Код Смоленской области
Ясногорск;487;66;x-xx-xx;5;Код Тульской области
Ярково;345;31;x-xx-xx;5;Код Тюменской области
Ясный;353;68;x-xx-xx;5;Код Оренбургской области
Янаул;347;60;x-xx-xx;5;Код Республики Башкортостан
Яшалта;847;45;x-xx-xx;5;Код Республики Калмыкия
Яхрома;496;22;x-xx-xx;5;Код Московской области
Яшкино;384;55;x-xx-xx;5;Код Кемеровской области
Яшкуль;847;46;x-xx-xx;5;Код Республики Калмыкия
Яя;384;41;x-xx-xx;5;Код Кемеровской области
Целина;863;71;x-xx-xx;5;Код Ростовской области
Цаган Аман;847;44;x-xx-xx;5;Код Республики Калмыкия
Целинное;385;96;x-xx-xx;5;Код Алтайского края
Целинное;352;41;x-xx-xx;5;Код Курганской области
Цивильск;835;45;x-xx-xx;5;Код Чувашской Республики
Цимлянск;863;91;x-xx-xx;5;Код Ростовской области
Цуриб/чарода;872;66;x-xx-xx;5;Код Республики Дагестан
Юбилейный;;498;xxx-xx-xx;7;
Югорск;346;75;x-xx-xx;5;Код Ханты-Мансийского АО
Южа;493;47;x-xx-xx;5;Код Ивановской области
Южно-Курильск;424;55;x-xx-xx;5;Код Сахалинской области
Южно-Сахалинск;;424;xxx-xx-xx;7;
Южно-Сухокумск;872;76;x-xx-xx;5;Код Республики Дагестан
Юрга;384;51;x-xx-xx;5;Код Кемеровской области
Южноуральск;351;34;x-xx-xx;5;Код Челябинской области
Юкаменское;341;61;x-xx-xx;5;Код Республики Удмуртия
Юргамыш;352;48;x-xx-xx;5;Код Курганской области
Юргинское;345;43;x-xx-xx;5;Код Тюменской области
Юрино;836;44;x-xx-xx;5;Код Республики Марий Эл
Юрла;342;94;x-xx-xx;5;Код Пермского края
Юрьев-Польский;492;46;x-xx-xx;5;Код Владимирской области
Юхнов;484;36;x-xx-xx;5;Код Калужской области
Юрьевец;493;37;x-xx-xx;5;Код Ивановской области
Юсьва;342;46;x-xx-xx;5;Код Пермского края
Юрья;833;66;x-xx-xx;5;Код Кировской области
Эвенск;413;48;x-xx-xx;5;Код Магаданской области
